F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_174.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_174.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_174.jpg, 0, 0.6804798, 0, 1.004206
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_276.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_276.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_276.jpg, -0.2884135, 0.9688933, 0, 2.011335
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_381.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_381.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_381.jpg, -0.3105575, 1, 0, 3.178041
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_484.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_484.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_484.jpg, 0, 1, 0, 4.352883
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_588.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_588.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_588.jpg, 0, 1, 0, 5.745605
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_693.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_693.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_693.jpg, 0, 1, 0, 6.894443
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_796.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_796.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_796.jpg, 0, 1, 0, 8.032127
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_20_901.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_20_901.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_20_901.jpg, -0.2910743, 1, 0, 9.135941
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_005.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_005.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_005.jpg, -0.6041024, 1, 0, 10.16175
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_108.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_108.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_108.jpg, -0.3295957, 1, 0, 11.47467
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_214.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_214.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_214.jpg, -0.03078696, 1, 0, 12.66025
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_318.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_318.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_318.jpg, 0, 1, 0, 13.38176
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_419.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_419.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_419.jpg, 0, 1, 0, 14.7313
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_519.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_519.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_519.jpg, -0.08818182, 1, 0, 15.72769
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_624.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_624.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_624.jpg, -0.3807752, 1, 0, 16.77587
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_726.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_726.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_726.jpg, -0.6738579, 1, 0, 17.60771
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_832.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_832.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_832.jpg, -1, 1, 0, 18.50982
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_21_932.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_21_932.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_21_932.jpg, -0.8146638, 1, 0, 19.32472
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_037.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_037.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_037.jpg, -0.5212279, 1, 0, 20.47664
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_141.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_141.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_141.jpg, -0.2298738, 1, 0, 21.44022
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_244.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_244.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_244.jpg, 0, 1, 0, 22.45629
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_349.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_349.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_349.jpg, 0.3160219, 1, 0, 23.51352
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_452.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_452.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_452.jpg, 0.6235096, 1, 0, 24.24086
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_553.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_553.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_553.jpg, 0.3333563, 1, 0, 25.14039
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_656.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_656.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_656.jpg, 0.0300585, 1, 0, 26.09626
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_756.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_756.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_756.jpg, -0.04052277, 1, 0, 27.02495
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_858.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_858.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_858.jpg, -0.3407462, 1, 0, 27.86329
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_22_958.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_22_958.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_22_958.jpg, -0.2720805, 1, 0, 28.6538
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_061.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_061.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_061.jpg, 0, 1, 0, 29.56944
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_162.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_162.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_162.jpg, 0, 1, 0, 30.19036
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_265.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_265.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_265.jpg, 0, 1, 0, 30.18971
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_368.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_368.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_368.jpg, 0, 1, 0, 30.19068
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_471.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_471.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_471.jpg, -0.03582188, 1, 0, 30.19017
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_574.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_574.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_574.jpg, -0.3258416, 1, 0, 30.16531
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_676.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_676.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_676.jpg, -0.2906949, 1, 0, 30.18485
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_780.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_780.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_780.jpg, 0, 1, 0, 30.18818
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_884.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_884.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_884.jpg, 0, 1, 0, 30.18995
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_23_988.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_23_988.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_23_988.jpg, -0.03983066, 1, 0, 30.19099
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_091.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_091.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_091.jpg, -0.1153994, 1, 0, 30.18993
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_193.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_193.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_193.jpg, 0, 1, 0, 30.19017
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_293.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_293.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_293.jpg, 0, 1, 0, 30.19034
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_395.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_395.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_395.jpg, 0, 1, 0, 30.19032
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_498.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_498.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_498.jpg, -0.2919873, 1, 0, 30.1696
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_600.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_600.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_600.jpg, -0.59444, 1, 0, 30.12785
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_702.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_702.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_702.jpg, -0.3056233, 1, 0, 30.18974
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_806.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_806.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_806.jpg, 0, 1, 0, 30.18592
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_24_910.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_24_910.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_24_910.jpg, 0, 1, 0, 30.18957
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_012.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_012.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_012.jpg, 0, 1, 0, 30.18989
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_115.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_115.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_115.jpg, 0, 1, 0, 30.18988
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_216.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_216.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_216.jpg, 0, 1, 0, 30.18989
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_320.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_320.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_320.jpg, 0.1252678, 1, 0, 30.18594
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_421.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_421.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_421.jpg, 0.4120763, 1, 0, 30.15563
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_523.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_523.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_523.jpg, 0.1845636, 1, 0, 30.18929
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_625.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_625.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_625.jpg, 0, 1, 0, 30.18919
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_725.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_725.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_725.jpg, -0.2218807, 1, 0, 30.17234
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_826.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_826.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_826.jpg, 0, 1, 0, 30.19015
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_25_926.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_25_926.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_25_926.jpg, 0, 1, 0, 30.19062
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_032.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_032.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_032.jpg, 0, 1, 0, 30.19037
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_138.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_138.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_138.jpg, -0.1924622, 1, 0, 30.18062
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_242.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_242.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_242.jpg, -0.4566248, 1, 0, 30.1491
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_349.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_349.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_349.jpg, -0.1028146, 1, 0, 30.19201
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_449.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_449.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_449.jpg, 0, 1, 0, 30.18927
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_554.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_554.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_554.jpg, 0, 1, 0, 30.19019
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_660.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_660.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_660.jpg, -0.1471219, 1, 0, 30.18578
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_760.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_760.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_760.jpg, -0.4483558, 1, 0, 30.14951
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_865.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_865.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_865.jpg, -0.1944377, 1, 0, 30.19189
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_26_971.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_26_971.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_26_971.jpg, 0, 1, 0, 30.189
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_27_076.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_27_076.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_27_076.jpg, 0, 1, 0, 30.1898
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_27_180.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_27_180.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_27_180.jpg, 0, 1, 0, 30.19031
F:\Studies\ND\simulator-windows-64\IMG\IMG\center_2019_03_02_23_45_27_283.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\left_2019_03_02_23_45_27_283.jpg, F:\Studies\ND\simulator-windows-64\IMG\IMG\right_2019_03_02_23_45_27_283.jpg, 0, 1, 0, 30.19075
